Customer_ID,Prefix,First_Name,Last_Name,Birth_Date,Marital_Status,Gender,Email_Address,Occupation,Full_Name,Customer_Priority,Birth_Year
13845,Mr.,Shawn,Nara,26/10/1975,M,M,shawn18@oz-store.com,Skilled Manual,Mr. Shawn Nara,Standard,1975
13846,Mrs.,Lisa,Zheng,11/06/1975,M,F,lisa22@oz-store.com,Skilled Manual,Mrs. Lisa Zheng,Standard,1975
13847,Mr.,Kurt,Tang,25/07/1975,M,M,kurt3@oz-store.com,Skilled Manual,Mr. Kurt Tang,Standard,1975
13849,Mr.,Preston,Rodriguez,3/03/1972,S,M,preston17@oz-store.com,Clerical,Mr. Preston Rodriguez,Standard,1972
13850,Mr.,Anthony,Thompson,16/08/1972,S,M,anthony1@oz-store.com,Skilled Manual,Mr. Anthony Thompson,Standard,1972
13851,Mr.,Seth,Moore,8/07/1972,S,M,seth8@oz-store.com,Skilled Manual,Mr. Seth Moore,Standard,1972
13852,Mr.,Ian,Robinson,1/02/1973,S,M,ian16@oz-store.com,Skilled Manual,Mr. Ian Robinson,Standard,1973
13853,Mr.,Connor,Zhang,18/10/1973,S,M,connor18@oz-store.com,Skilled Manual,Mr. Connor Zhang,Standard,1973
13854,Mr.,Kyle,Parker,9/11/1973,M,M,kyle29@oz-store.com,Skilled Manual,Mr. Kyle Parker,Standard,1973
13855,Mrs.,Sarah,Washington,6/08/1973,S,F,sarah38@oz-store.com,Skilled Manual,Mrs. Sarah Washington,Standard,1973
13856,Mr.,Ian,Scott,24/03/1971,S,M,ian28@oz-store.com,Skilled Manual,Mr. Ian Scott,Standard,1971
13857,Mrs.,Victoria,Thompson,5/06/1971,M,F,victoria16@oz-store.com,Skilled Manual,Mrs. Victoria Thompson,Standard,1971
13858,Mrs.,Melanie,Richardson,18/03/1971,M,F,melanie35@oz-store.com,Skilled Manual,Mrs. Melanie Richardson,Standard,1971
13859,Mrs.,Kristin,Deng,3/03/1971,M,F,kristin3@oz-store.com,Skilled Manual,Mrs. Kristin Deng,Standard,1971
13860,Mrs.,Olivia,Watson,9/11/1972,M,F,olivia44@oz-store.com,Skilled Manual,Mrs. Olivia Watson,Standard,1972
13861,Mrs.,Hailey,Rogers,11/09/1972,M,F,hailey2@oz-store.com,Skilled Manual,Mrs. Hailey Rogers,Standard,1972
13862,Mr.,Andrew,Walker,4/12/1972,M,M,andrew30@oz-store.com,Skilled Manual,Mr. Andrew Walker,Standard,1972
13863,Mr.,Kevin,Long,19/01/1972,M,M,kevin12@oz-store.com,Skilled Manual,Mr. Kevin Long,Standard,1972
13864,Mrs.,Robin,Torres,22/10/1972,M,F,robin8@oz-store.com,Skilled Manual,Mrs. Robin Torres,Standard,1972
13865,Mrs.,Mariah,Foster,23/06/1972,M,F,mariah21@oz-store.com,Professional,Mrs. Mariah Foster,Standard,1972
13866,Mrs.,Mya,Butler,16/08/1972,M,F,mya14@oz-store.com,Professional,Mrs. Mya Butler,Standard,1972
13867,Mr.,Luke,Griffin,26/09/1970,M,M,luke10@oz-store.com,Skilled Manual,Mr. Luke Griffin,Standard,1970
13868,Mrs.,Shelby,Morris,13/07/1970,S,F,shelby18@oz-store.com,Professional,Mrs. Shelby Morris,Standard,1970
13869,Mrs.,Anna,Morgan,9/02/1969,M,F,anna8@oz-store.com,Skilled Manual,Mrs. Anna Morgan,Standard,1969
13870,Mr.,Jonathan,Clark,21/07/1969,M,M,jonathan73@oz-store.com,Skilled Manual,Mr. Jonathan Clark,Standard,1969
13871,Mrs.,Sarah,Gonzales,2/10/1969,S,F,sarah41@oz-store.com,Skilled Manual,Mrs. Sarah Gonzales,Standard,1969
13872,Mrs.,Alyssa,Henderson,25/06/1969,M,F,alyssa51@oz-store.com,Professional,Mrs. Alyssa Henderson,Standard,1969
13873,Mr.,Russell,Jai,11/08/1971,M,M,russell14@oz-store.com,Professional,Mr. Russell Jai,Standard,1971
13874,Mrs.,Alyssa,Bryant,26/11/1969,M,F,alyssa63@oz-store.com,Professional,Mrs. Alyssa Bryant,Standard,1969
13875,Mrs.,Samantha,Williams,20/11/1969,M,F,samantha3@oz-store.com,Professional,Mrs. Samantha Williams,Standard,1969
13876,Mr.,Sebastian,Murphy,11/08/1969,M,M,sebastian15@oz-store.com,Professional,Mr. Sebastian Murphy,Standard,1969
13877,Mr.,Adam,Lal,19/08/1968,M,M,adam25@oz-store.com,Skilled Manual,Mr. Adam Lal,Standard,1968
13878,Mr.,Sebastian,Gray,4/07/1968,M,M,sebastian7@oz-store.com,Skilled Manual,Mr. Sebastian Gray,Standard,1968
13879,Mr.,Derrick,Hernandez,8/09/1968,S,M,derrick4@oz-store.com,Skilled Manual,Mr. Derrick Hernandez,Standard,1968
13880,Mr.,Marshall,Kumar,15/03/1968,S,M,marshall29@oz-store.com,Skilled Manual,Mr. Marshall Kumar,Standard,1968
13881,Mrs.,Jasmine,Wood,7/05/1968,S,F,jasmine42@oz-store.com,Skilled Manual,Mrs. Jasmine Wood,Standard,1968
13883,Mr.,Brandon,Lal,17/04/1967,S,M,brandon26@oz-store.com,Professional,Mr. Brandon Lal,Standard,1967
13884,Ms.,Jada,Rogers,1/06/1967,S,F,jada11@oz-store.com,Professional,Ms. Jada Rogers,Standard,1967
13885,Mr.,Brian,Howard,8/05/1970,S,M,brian23@oz-store.com,Professional,Mr. Brian Howard,Standard,1970
13887,Mr.,Nathan,Scott,12/10/1970,M,M,nathan43@oz-store.com,Professional,Mr. Nathan Scott,Standard,1970
13888,Mr.,Ian,Brown,6/11/1967,S,M,ian5@oz-store.com,Skilled Manual,Mr. Ian Brown,Standard,1967
13889,Mr.,Robert,Martin,10/08/1966,S,M,robert73@oz-store.com,Professional,Mr. Robert Martin,Standard,1966
13890,Ms.,Jennifer,Carter,16/09/1966,S,F,jennifer12@oz-store.com,Professional,Ms. Jennifer Carter,Standard,1966
13891,Mr.,Aaron,Simmons,7/12/1966,M,M,aaron14@oz-store.com,Professional,Mr. Aaron Simmons,Standard,1966
13892,Mr.,Spencer,Diaz,25/11/1966,S,M,spencer24@oz-store.com,Professional,Mr. Spencer Diaz,Standard,1966
13893,Mr.,Dalton,Carter,14/08/1966,M,M,dalton35@oz-store.com,Professional,Mr. Dalton Carter,Standard,1966
13894,Mrs.,Robyn,Ruiz,25/02/1969,M,F,robyn1@oz-store.com,Professional,Mrs. Robyn Ruiz,Standard,1969
13895,Mrs.,Isabella,Brooks,25/12/1969,S,F,isabella8@oz-store.com,Professional,Mrs. Isabella Brooks,Standard,1969
13896,Mrs.,Hailey,Mitchell,10/10/1969,S,F,hailey52@oz-store.com,Professional,Mrs. Hailey Mitchell,Standard,1969
13897,Mr.,Carol,Washington,24/11/1969,M,M,carol19@oz-store.com,Professional,Mr. Carol Washington,Standard,1969
13898,Mr.,Richard,Baker,11/10/1969,S,M,richard27@oz-store.com,Professional,Mr. Richard Baker,Standard,1969
13899,Mr.,Cameron,Jones,17/08/1969,M,M,cameron44@oz-store.com,Professional,Mr. Cameron Jones,Standard,1969
13900,Mr.,Isaac,Campbell,13/04/1969,M,M,isaac29@oz-store.com,Professional,Mr. Isaac Campbell,Standard,1969
13901,Mr.,Oscar,Foster,21/10/1969,M,M,oscar2@oz-store.com,Professional,Mr. Oscar Foster,Standard,1969
13902,Mr.,Jeremiah,Simmons,18/03/1969,M,M,jeremiah33@oz-store.com,Professional,Mr. Jeremiah Simmons,Standard,1969
13903,Mr.,Elijah,Hernandez,27/11/1969,S,M,elijah45@oz-store.com,Professional,Mr. Elijah Hernandez,Standard,1969
13904,Mrs.,Natalie,Thompson,9/03/1969,M,F,natalie83@oz-store.com,Professional,Mrs. Natalie Thompson,Standard,1969
13905,Mr.,Christian,Henderson,7/03/1969,M,M,christian19@oz-store.com,Professional,Mr. Christian Henderson,Standard,1969
13906,Ms.,Courtney,Evans,25/06/1965,S,F,courtney0@oz-store.com,Professional,Ms. Courtney Evans,Standard,1965
13907,Mrs.,Misty,Xie,22/02/1965,S,F,misty4@oz-store.com,Skilled Manual,Mrs. Misty Xie,Standard,1965
13908,Mrs.,Alyssa,Diaz,20/07/1965,S,F,alyssa66@oz-store.com,Skilled Manual,Mrs. Alyssa Diaz,Standard,1965
13909,Mrs.,Riley,Price,21/01/1965,S,F,riley0@oz-store.com,Skilled Manual,Mrs. Riley Price,Standard,1965
13910,Mrs.,Isabelle,Butler,9/03/1965,S,F,isabelle13@oz-store.com,Skilled Manual,Mrs. Isabelle Butler,Standard,1965
13911,Mrs.,Andrea,Kelly,26/05/1965,S,F,andrea3@oz-store.com,Skilled Manual,Mrs. Andrea Kelly,Standard,1965
13912,Mrs.,Caroline,Simmons,20/03/1965,S,F,caroline16@oz-store.com,Skilled Manual,Mrs. Caroline Simmons,Standard,1965
13913,Mrs.,Angela,Rogers,18/09/1965,S,F,angela45@oz-store.com,Skilled Manual,Mrs. Angela Rogers,Standard,1965
13914,Ms.,Abigail,Bell,23/10/1964,M,F,abigail9@oz-store.com,Professional,Ms. Abigail Bell,Standard,1964
13915,Mrs.,Allison,King,21/10/1964,S,F,allison42@oz-store.com,Skilled Manual,Mrs. Allison King,Standard,1964
13916,Mr.,Eduardo,Ward,28/11/1964,S,M,eduardo71@oz-store.com,Skilled Manual,Mr. Eduardo Ward,Standard,1964
13917,Mr.,Samuel,Allen,17/02/1964,S,M,samuel52@oz-store.com,Skilled Manual,Mr. Samuel Allen,Standard,1964
13918,Mr.,Armando,Blanco,5/07/1964,S,M,armando16@oz-store.com,Skilled Manual,Mr. Armando Blanco,Standard,1964
13919,Mrs.,Grace,Smith,23/04/1924,M,F,grace24@oz-store.com,Skilled Manual,Mrs. Grace Smith,Standard,1924
13920,Mrs.,Amanda,Rogers,21/03/1964,S,F,amanda2@oz-store.com,Skilled Manual,Mrs. Amanda Rogers,Standard,1964
13921,Mr.,Joseph,Jones,11/05/1963,M,M,joseph9@oz-store.com,Professional,Mr. Joseph Jones,Standard,1963
13922,Mr.,Jackson,Foster,7/05/1963,M,M,jackson18@oz-store.com,Professional,Mr. Jackson Foster,Standard,1963
13923,Mr.,Steven,Howard,25/03/1968,S,M,steven21@oz-store.com,Professional,Mr. Steven Howard,Standard,1968
13924,Ms.,Hannah,Hall,13/03/1968,S,F,hannah22@oz-store.com,Professional,Ms. Hannah Hall,Standard,1968
13925,Mr.,Wyatt,Barnes,12/10/1963,S,M,wyatt54@oz-store.com,Professional,Mr. Wyatt Barnes,Standard,1963
13926,Mr.,Dalton,Hill,24/07/1963,S,M,dalton28@oz-store.com,Professional,Mr. Dalton Hill,Standard,1963
13927,Mr.,Gabriel,Gonzales,8/12/1963,S,M,gabriel14@oz-store.com,Professional,Mr. Gabriel Gonzales,Standard,1963
13928,Mr.,Nathaniel,Morris,22/07/1963,M,M,nathaniel20@oz-store.com,Professional,Mr. Nathaniel Morris,Standard,1963
13929,Mr.,Robert,Hayes,6/03/1962,S,M,robert34@oz-store.com,Skilled Manual,Mr. Robert Hayes,Standard,1962
13930,Mrs.,Samantha,Coleman,18/02/1962,M,F,samantha31@oz-store.com,Skilled Manual,Mrs. Samantha Coleman,Standard,1962
13931,Mr.,Luke,Hernandez,5/07/1962,M,M,luke47@oz-store.com,Skilled Manual,Mr. Luke Hernandez,Standard,1962
13932,Mr.,Timothy,Sanchez,13/12/1961,M,M,timothy19@oz-store.com,Skilled Manual,Mr. Timothy Sanchez,Standard,1961
13933,Mrs.,Isabella,Richardson,12/06/1961,M,F,isabella91@oz-store.com,Skilled Manual,Mrs. Isabella Richardson,Standard,1961
13934,Mr.,Luis,Young,19/04/1960,M,M,luis49@oz-store.com,Skilled Manual,Mr. Luis Young,Standard,1960
13935,Mrs.,Kimberly,Sanchez,24/12/1960,M,F,kimberly25@oz-store.com,Skilled Manual,Mrs. Kimberly Sanchez,Standard,1960
13936,Mr.,Nathan,Wilson,12/07/1967,M,M,nathan65@oz-store.com,Skilled Manual,Mr. Nathan Wilson,Standard,1967
13937,Ms.,Victoria,Ware,24/09/1967,S,F,victoria39@oz-store.com,Skilled Manual,Ms. Victoria Ware,Standard,1967
13938,Mr.,Alejandro,Cai,7/08/1967,M,M,alejandro24@oz-store.com,Professional,Mr. Alejandro Cai,Standard,1967
13939,Mr.,Eduardo,Ramirez,20/03/1967,S,M,eduardo75@oz-store.com,Professional,Mr. Eduardo Ramirez,Standard,1967
13940,Ms.,Emma,Simmons,17/08/1967,S,F,emma61@oz-store.com,Professional,Ms. Emma Simmons,Standard,1967
13941,Mrs.,Brittany,Hayes,28/11/1960,M,F,brittany21@oz-store.com,Skilled Manual,Mrs. Brittany Hayes,Standard,1960
13942,Mr.,Seth,Long,8/04/1960,M,M,seth57@oz-store.com,Skilled Manual,Mr. Seth Long,Standard,1960
13943,Mrs.,Kelly,Bryant,3/10/1960,M,F,kelly22@oz-store.com,Skilled Manual,Mrs. Kelly Bryant,Standard,1960
13944,Mr.,Andrew,Moore,1/08/1960,M,M,andrew17@oz-store.com,Skilled Manual,Mr. Andrew Moore,Standard,1960
13945,Mrs.,Yolanda,Luo,14/08/1960,M,F,yolanda5@oz-store.com,Skilled Manual,Mrs. Yolanda Luo,Standard,1960
13946,Mr.,Jason,Powell,26/07/1959,M,M,jason6@oz-store.com,Professional,Mr. Jason Powell,Standard,1959
13947,Mrs.,Megan,Hughes,15/11/1959,M,F,megan60@oz-store.com,Professional,Mrs. Megan Hughes,Standard,1959
13948,Mrs.,Susan,Ma,1/03/1959,S,F,susan26@oz-store.com,Professional,Mrs. Susan Ma,Standard,1959
13949,Mr.,Dwayne,Ramos,13/09/1959,M,M,dwayne16@oz-store.com,Professional,Mr. Dwayne Ramos,Standard,1959
13950,Mrs.,Meredith,Hernandez,19/03/1958,M,F,meredith26@oz-store.com,Professional,Mrs. Meredith Hernandez,Standard,1958
13951,Mr.,Dylan,Hughes,6/10/1929,S,M,dylan10@oz-store.com,Management,Mr. Dylan Hughes,Standard,1929
13952,Mr.,Franklin,Ye,9/07/1969,M,M,franklin9@oz-store.com,Management,Mr. Franklin Ye,Standard,1969
13953,Mrs.,Theresa,Munoz,21/03/1969,M,F,theresa4@oz-store.com,Management,Mrs. Theresa Munoz,Standard,1969
13954,Mr.,Eddie,Ramos,23/03/1968,M,M,eddie17@oz-store.com,Professional,Mr. Eddie Ramos,Standard,1968
13955,Mr.,Andres,Raji,8/02/1970,M,M,andres17@oz-store.com,Professional,Mr. Andres Raji,Standard,1970
13956,Mrs.,Dawn,Ma,12/10/1968,S,F,dawn18@oz-store.com,Professional,Mrs. Dawn Ma,Standard,1968
13957,Mrs.,Meredith,Munoz,28/11/1967,S,F,meredith30@oz-store.com,Professional,Mrs. Meredith Munoz,Standard,1967
13958,Mrs.,Diane,Martin,15/10/1967,M,F,diane6@oz-store.com,Professional,Mrs. Diane Martin,Standard,1967
13959,Mrs.,Ebony,Carlson,23/05/1969,M,F,ebony39@oz-store.com,Management,Mrs. Ebony Carlson,Priority,1969
13960,Mrs.,Lacey,Kumar,5/07/1967,S,F,lacey42@oz-store.com,Professional,Mrs. Lacey Kumar,Standard,1967
13961,Mrs.,Shawna,Raji,8/05/1966,M,F,shawna20@oz-store.com,Management,Mrs. Shawna Raji,Standard,1966
13962,Mrs.,Dawn,Li,9/05/1966,M,F,dawn4@oz-store.com,Management,Mrs. Dawn Li,Standard,1966
13963,Mrs.,Veronica,Patel,28/11/1966,M,F,veronica3@oz-store.com,Management,Mrs. Veronica Patel,Standard,1966
13964,Ms.,Jasmine,Lewis,18/02/1966,S,F,jasmine18@oz-store.com,Professional,Ms. Jasmine Lewis,Standard,1966
13965,Mr.,Barry,Sara,26/02/1966,M,M,barry11@oz-store.com,Professional,Mr. Barry Sara,Standard,1966
13966,Mr.,Darren,Dominguez,4/04/1966,M,M,darren35@oz-store.com,Professional,Mr. Darren Dominguez,Standard,1966
13967,Mr.,Glenn,Zhang,23/01/1965,S,M,glenn1@oz-store.com,Professional,Mr. Glenn Zhang,Standard,1965
13968,Mrs.,Lydia,Sai,25/04/1965,S,F,lydia5@oz-store.com,Professional,Mrs. Lydia Sai,Standard,1965
13969,Mr.,Roy,Martinez,11/02/1968,S,M,roy18@oz-store.com,Professional,Mr. Roy Martinez,Standard,1968
13970,Mr.,Pedro,Rana,17/04/1968,S,M,pedro11@oz-store.com,Professional,Mr. Pedro Rana,Standard,1968
13971,Ms.,Bianca,Zhao,7/06/1968,S,F,bianca8@oz-store.com,Professional,Ms. Bianca Zhao,Standard,1968
13972,Mr.,Eugene,Liang,2/04/1965,S,M,eugene21@oz-store.com,Professional,Mr. Eugene Liang,Standard,1965
13973,Mrs.,Bethany,Shan,2/06/1964,S,F,bethany13@oz-store.com,Professional,Mrs. Bethany Shan,Standard,1964
13974,Mrs.,Tina,Chandra,25/09/1964,M,F,tina4@oz-store.com,Professional,Mrs. Tina Chandra,Standard,1964
13975,Mr.,Johnny,Raje,27/03/1964,S,M,johnny15@oz-store.com,Professional,Mr. Johnny Raje,Standard,1964
13976,Mr.,Emmanuel,Smith,16/05/1968,M,M,emmanuel8@oz-store.com,Management,Mr. Emmanuel Smith,Standard,1968
13977,Mrs.,Alexandra,Brown,19/01/1968,M,F,alexandra67@oz-store.com,Management,Mrs. Alexandra Brown,Standard,1968
13978,Mrs.,Zoe,Peterson,11/05/1968,M,F,zoe4@oz-store.com,Management,Mrs. Zoe Peterson,Standard,1968
13979,Ms.,Chloe,Jenkins,3/04/1979,S,F,chloe73@oz-store.com,Skilled Manual,Ms. Chloe Jenkins,Standard,1979
13980,Ms.,Margaret,Liu,18/09/1979,S,F,margaret11@oz-store.com,Skilled Manual,Ms. Margaret Liu,Standard,1979
13981,Mrs.,Joy,Carlson,12/06/1944,M,F,joy17@oz-store.com,Skilled Manual,Mrs. Joy Carlson,Standard,1944
13982,Mr.,Clarence,Chander,21/03/1944,M,M,clarence30@oz-store.com,Skilled Manual,Mr. Clarence Chander,Standard,1944
13983,Mr.,Logan,Collins,5/06/1944,M,M,logan29@oz-store.com,Skilled Manual,Mr. Logan Collins,Standard,1944
13984,Mr.,Adrian,Richardson,8/03/1979,S,M,adrian11@oz-store.com,Skilled Manual,Mr. Adrian Richardson,Standard,1979
13985,Ms.,Alexis,Wood,24/04/1979,M,F,alexis24@oz-store.com,Skilled Manual,Ms. Alexis Wood,Standard,1979
13986,Ms.,Chloe,Anderson,25/10/1979,M,F,chloe43@oz-store.com,Skilled Manual,Ms. Chloe Anderson,Standard,1979
13987,Mr.,Eduardo,Collins,5/11/1978,S,M,eduardo43@oz-store.com,Skilled Manual,Mr. Eduardo Collins,Standard,1978
13988,Mr.,Miguel,White,10/11/1978,S,M,miguel12@oz-store.com,Clerical,Mr. Miguel White,Standard,1978
13989,Ms.,Chloe,Bradley,17/01/1978,S,F,chloe69@oz-store.com,Skilled Manual,Ms. Chloe Bradley,Standard,1978
13990,Ms.,Stephanie,Wood,26/03/1978,S,F,stephanie29@oz-store.com,Skilled Manual,Ms. Stephanie Wood,Standard,1978
13991,Mr.,Jack,Hayes,8/03/1978,M,M,jack23@oz-store.com,Skilled Manual,Mr. Jack Hayes,Standard,1978
13992,Mr.,Gregory,Xie,6/06/1978,S,M,gregory7@oz-store.com,Skilled Manual,Mr. Gregory Xie,Standard,1978
13993,Mr.,Zachary,Patterson,24/08/1978,M,M,zachary9@oz-store.com,Skilled Manual,Mr. Zachary Patterson,Standard,1978
13994,Mr.,Isaac,Cook,17/07/1946,M,M,isaac21@oz-store.com,Clerical,Mr. Isaac Cook,Standard,1946
13995,Mrs.,Michele,Black,10/06/1947,M,F,michele21@oz-store.com,Skilled Manual,Mrs. Michele Black,Standard,1947
13996,Mrs.,Marie,Perez,8/09/1947,M,F,marie23@oz-store.com,Skilled Manual,Mrs. Marie Perez,Standard,1947
13997,Mrs.,Raquel,Hernandez,24/05/1947,M,F,raquel2@oz-store.com,Clerical,Mrs. Raquel Hernandez,Standard,1947
13998,Mr.,Ethan,Martin,23/10/1948,M,M,ethan48@oz-store.com,Clerical,Mr. Ethan Martin,Standard,1948
13999,Mr.,Elijah,Gonzales,17/08/1978,M,M,elijah19@oz-store.com,Skilled Manual,Mr. Elijah Gonzales,Standard,1978
14000,Mr.,Terry,Sharma,26/04/1977,S,M,terry13@oz-store.com,Clerical,Mr. Terry Sharma,Standard,1977
14001,Mr.,Hunter,Hill,26/07/1977,S,M,hunter39@oz-store.com,Clerical,Mr. Hunter Hill,Standard,1977
14002,Ms.,Jacqueline,Reed,27/10/1977,S,F,jacqueline45@oz-store.com,Skilled Manual,Ms. Jacqueline Reed,Standard,1977
14003,Mr.,Angel,Ramirez,5/10/1977,S,M,angel6@oz-store.com,Skilled Manual,Mr. Angel Ramirez,Standard,1977
14004,Ms.,Caitlin,Kelly,13/04/1977,M,F,caitlin2@oz-store.com,Skilled Manual,Ms. Caitlin Kelly,Standard,1977
14005,Mr.,Noah,Hughes,13/05/1977,M,M,noah8@oz-store.com,Skilled Manual,Mr. Noah Hughes,Standard,1977
14006,Ms.,Brianna,Walker,27/09/1977,M,F,brianna22@oz-store.com,Skilled Manual,Ms. Brianna Walker,Standard,1977
14007,Mrs.,Rebekah,Garcia,26/08/1949,M,F,rebekah14@oz-store.com,Clerical,Mrs. Rebekah Garcia,Standard,1949
14008,Mrs.,Karen,Liu,14/07/1949,M,F,karen13@oz-store.com,Clerical,Mrs. Karen Liu,Standard,1949
14009,Mrs.,Brandy,Prasad,5/09/1949,M,F,brandy5@oz-store.com,Clerical,Mrs. Brandy Prasad,Standard,1949
14010,Mr.,Thomas,Moore,5/08/1950,M,M,thomas69@oz-store.com,Clerical,Mr. Thomas Moore,Standard,1950
14011,Mr.,Roger,Shen,8/11/1950,S,M,roger29@oz-store.com,Clerical,Mr. Roger Shen,Standard,1950
14012,Mr.,Eddie,Vazquez,12/02/1950,M,M,eddie15@oz-store.com,Management,Mr. Eddie Vazquez,Standard,1950
14013,Mr.,Jimmy,Blanco,11/08/1951,M,M,jimmy19@oz-store.com,Skilled Manual,Mr. Jimmy Blanco,Standard,1951
14014,Mrs.,Leslie,Serrano,27/09/1951,M,F,leslie17@oz-store.com,Skilled Manual,Mrs. Leslie Serrano,Standard,1951
14015,Mr.,Kurt,Lal,19/04/1951,M,M,kurt8@oz-store.com,Skilled Manual,Mr. Kurt Lal,Standard,1951
14016,Mr.,Mary,Sandidge,14/01/1951,M,M,mary9@oz-store.com,Skilled Manual,Mr. Mary Sandidge,Standard,1951
14017,Ms.,Chloe,Rodriguez,22/11/1980,S,F,chloe30@oz-store.com,Skilled Manual,Ms. Chloe Rodriguez,Standard,1980
14018,Mrs.,Nina,Rai,2/01/1952,M,F,nina17@oz-store.com,Skilled Manual,Mrs. Nina Rai,Standard,1952
14019,Mrs.,Kathleen,Romero,21/07/1952,M,F,kathleen11@oz-store.com,Skilled Manual,Mrs. Kathleen Romero,Standard,1952
14020,Mrs.,Kristine,Dominguez,20/06/1954,S,F,kristine13@oz-store.com,Skilled Manual,Mrs. Kristine Dominguez,Standard,1954
14021,Ms.,Michelle,Richardson,2/11/1975,S,F,michelle10@oz-store.com,Skilled Manual,Ms. Michelle Richardson,Standard,1975
14022,Ms.,Taylor,Lee,5/06/1975,S,F,taylor68@oz-store.com,Skilled Manual,Ms. Taylor Lee,Standard,1975
14023,Ms.,Beth,Carlson,15/10/1975,S,F,beth20@oz-store.com,Skilled Manual,Ms. Beth Carlson,Standard,1975
14024,Ms.,Hannah,Moore,23/12/1975,S,F,hannah8@oz-store.com,Skilled Manual,Ms. Hannah Moore,Standard,1975
14025,Mr.,Robert,Alexander,18/03/1974,M,M,robert30@oz-store.com,Skilled Manual,Mr. Robert Alexander,Standard,1974
14026,Ms.,Chloe,Butler,1/05/1974,S,F,chloe81@oz-store.com,Skilled Manual,Ms. Chloe Butler,Standard,1974
14027,Mr.,Carlos,Perez,13/05/1973,M,M,carlos30@oz-store.com,Professional,Mr. Carlos Perez,Standard,1973
14028,Ms.,Patricia,Srini,12/07/1973,S,F,patricia12@oz-store.com,Professional,Ms. Patricia Srini,Standard,1973
14029,Ms.,Christina,Morris,22/08/1976,M,F,christina17@oz-store.com,Professional,Ms. Christina Morris,Standard,1976
14030,Mr.,Lawrence,Sanz,21/10/1955,S,M,lawrence19@oz-store.com,Skilled Manual,Mr. Lawrence Sanz,Standard,1955
14031,Mr.,Ruben,Suarez,17/02/1955,M,M,ruben42@oz-store.com,Skilled Manual,Mr. Ruben Suarez,Standard,1955
14032,Mr.,Arthur,Chandra,7/01/1956,M,M,arthur4@oz-store.com,Skilled Manual,Mr. Arthur Chandra,Standard,1956
14033,Mrs.,Melinda,Torres,19/02/1957,S,F,melinda7@oz-store.com,Professional,Mrs. Melinda Torres,Standard,1957
14034,Mr.,Dennis,Liang,8/04/1958,S,M,dennis18@oz-store.com,Management,Mr. Dennis Liang,Standard,1958
14035,Mr.,Hunter,Hughes,2/08/1973,S,M,hunter8@oz-store.com,Management,Mr. Hunter Hughes,Standard,1973
14036,Ms.,Amanda,Torres,27/06/1974,M,F,amanda13@oz-store.com,Professional,Ms. Amanda Torres,Standard,1974
14037,Ms.,Lydia,Sara,22/04/1974,M,F,lydia9@oz-store.com,Professional,Ms. Lydia Sara,Standard,1974
14038,Ms.,Madison,Foster,22/11/1959,M,F,madison28@oz-store.com,Management,Ms. Madison Foster,Standard,1959
14039,Mr.,Nathan,Wang,19/09/1959,S,M,nathan21@oz-store.com,Management,Mr. Nathan Wang,Standard,1959
14040,Mrs.,Stephanie,Morris,12/05/1957,S,F,stephanie5@oz-store.com,Skilled Manual,Mrs. Stephanie Morris,Standard,1957
14041,Mrs.,Danielle,Bell,3/04/1957,S,F,danielle16@oz-store.com,Skilled Manual,Mrs. Danielle Bell,Standard,1957
14042,Mrs.,Stephanie,Adams,1/01/1957,M,F,stephanie60@oz-store.com,Professional,Mrs. Stephanie Adams,Standard,1957
14043,Mrs.,Mary,Gonzalez,28/02/1957,S,F,mary21@oz-store.com,Professional,Mrs. Mary Gonzalez,Standard,1957
14044,Mr.,Thomas,Wright,14/07/1957,M,M,thomas56@oz-store.com,Professional,Mr. Thomas Wright,Standard,1957
14045,Mrs.,Tanya,Ramos,5/04/1967,M,F,tanya14@oz-store.com,Professional,Mrs. Tanya Ramos,Standard,1967
14046,Mrs.,Cheryl,Sanz,4/06/1967,M,F,cheryl23@oz-store.com,Professional,Mrs. Cheryl Sanz,Standard,1967
14047,Mrs.,Linda,Alvarez,15/10/1962,S,F,linda19@oz-store.com,Skilled Manual,Mrs. Linda Alvarez,Standard,1962
14048,Mr.,Wyatt,Mitchell,3/04/1962,M,M,wyatt40@oz-store.com,Professional,Mr. Wyatt Mitchell,Standard,1962
14049,Mrs.,Gina,Hernandez,7/09/1962,M,F,gina4@oz-store.com,Professional,Mrs. Gina Hernandez,Standard,1962
14050,Mr.,Manuel,Lopez,16/05/1966,S,M,manuel15@oz-store.com,Management,Mr. Manuel Lopez,Standard,1966
14051,Mr.,Nathaniel,Rivera,14/04/1966,S,M,nathaniel18@oz-store.com,Professional,Mr. Nathaniel Rivera,Standard,1966
14052,Mr.,Jorge,Ma,26/06/1966,S,M,jorge18@oz-store.com,Management,Mr. Jorge Ma,Standard,1966
14053,Ms.,Tamara,Huang,17/09/1966,S,F,tamara36@oz-store.com,Management,Ms. Tamara Huang,Standard,1966
14054,Mr.,Reginald,Martin,10/04/1960,M,M,reginald8@oz-store.com,Skilled Manual,Mr. Reginald Martin,Standard,1960
14055,Mr.,Alejandro,Kumar,3/07/1960,M,M,alejandro34@oz-store.com,Skilled Manual,Mr. Alejandro Kumar,Standard,1960
14056,Mr.,Nelson,Sanz,27/04/1960,M,M,nelson19@oz-store.com,Skilled Manual,Mr. Nelson Sanz,Standard,1960
